Google ID,Name,Full address,Is closed,Description 1,Main type,All types,Website,Website (root url),Phone,Phone international,Borough,Street,City,Postal code,State,Country,Country code,Longitude,Latitude,Link,First seen on,Reviews count,Reviews rating,Reviews per score,Photos count,Photo 1,Photo 2,All photos
0x8c036f2f777d09ff:0xe7ee6488788e0f78,Casita Miramar,"Casita Miramar, 605 Av. Miramar, San Juan, 00907, Puerto Rico",No,"CASITA MIRAMAR, Authentic Puerto Rican food in an elegant and family style environment. Experience a taste of the Caribbean in a traditional Miramar 'casona' where every space is unique.",Puerto Rican restaurant,Puerto Rican restaurant,https://www.casita-miramar.com,https://www.casita-miramar.com,+1 787-631-8265,17876318265,Santurce,605 Av. Miramar,San Juan,907,San Juan,Puerto Rico,PR,-66.0851077,18.4558229,"https://www.google.com/maps/preview/place/Casita+Miramar,+605+Av.+Miramar,+San+Juan,+00907,+Puerto+Rico/@18.4558229,-66.0851077,3785a,13.1y/data=!4m2!3m1!1s0x8c036f2f777d09ff:0xe7ee6488788e0f78",8/30/2021,3032,4.5,"{""1"":140.0,""2"":77.0,""3"":144.0,""4"":361.0,""5"":2310.0}",4161,https://lh5.googleusercontent.com/p/AF1QipPmtJvF8WoVwmDoC6x74YPNezNBSoT4MzJkmzTt,https://lh5.googleusercontent.com/p/AF1QipME8WeJREeqtSADZ58Qyo8e40YxR4NgxWZ0LaXc,"[""https:\/\/lh5.googleusercontent.com\/p\/AF1QipPmtJvF8WoVwmDoC6x74YPNezNBSoT4MzJkmzTt"",""https:\/\/lh5.googleusercontent.com\/p\/AF1QipME8WeJREeqtSADZ58Qyo8e40YxR4NgxWZ0LaXc""]"
0x8c0367cc32b3d87f:0x69cdc2a4f203f00f,TotalEnergies Park Gardens,"TotalEnergies Park Gardens, EXPRESO TRUJILLO ALTO & AVE. PARK GARDENS RIO PIEDRAS, 00926, Puerto Rico",No,,Gas station,Gas station,https://totalenergies.com.pr,https://totalenergies.com.pr,+1 787-963-1242,17879631242,"Sabana Llana Sur, San Juan, Puerto Rico",EXPRESO TRUJILLO ALTO & AVE. PARK GARDENS RIO PIEDRAS,San Juan,926,San Juan,Puerto Rico,PR,-66.0314465,18.3891038,"https://www.google.com/maps/preview/place/TotalEnergies+Park+Gardens,+EXPRESO+TRUJILLO+ALTO+%26+AVE.+PARK+GARDENS+RIO+PIEDRAS,+00926,+Puerto+Rico/@18.3891038,-66.0314465,3786a,13.1y/data=!4m2!3m1!1s0x8c0367cc32b3d87f:0x69cdc2a4f203f00f",8/30/2021,194,4.2,"{""1"":3.0,""2"":2.0,""3"":33.0,""4"":62.0,""5"":94.0}",7,https://lh5.googleusercontent.com/p/AF1QipM5i9-uXQaGdtM85G-ULxRM0P0uLi_zTbXehS8C,https://lh5.googleusercontent.com/p/AF1QipPoeSW0tsHoyDfpMA7LF4VtO64SoO77TciHnY7s,"[""https:\/\/lh5.googleusercontent.com\/p\/AF1QipM5i9-uXQaGdtM85G-ULxRM0P0uLi_zTbXehS8C"",""https:\/\/lh5.googleusercontent.com\/p\/AF1QipPoeSW0tsHoyDfpMA7LF4VtO64SoO77TciHnY7s""]"
0x8c0367e7bc316b0b:0x82296537054a251a,Supermercado Selectos,"9XC7+F74 Supermercado Selectos, San Juan, 00926, Puerto Rico",No,,Supermarket,Supermarket,https://selectospr.com/main,https://selectospr.com,+1 787-755-8305,17877558305,"Sabana Llana Sur, San Juan, Puerto Rico",9XC7+F74,San Juan,926,San Juan,Puerto Rico,PR,-66.0367946,18.3711405,"https://www.google.com/maps/preview/place/9XC7%2BF74+Supermercado+Selectos,+San+Juan,+00926,+Puerto+Rico/@18.3711405,-66.0367946,3786a,13.1y/data=!4m2!3m1!1s0x8c0367e7bc316b0b:0x82296537054a251a",8/30/2021,1015,4.4,"{""1"":26.0,""2"":28.0,""3"":104.0,""4"":239.0,""5"":618.0}",77,https://lh5.googleusercontent.com/p/AF1QipOz5JbeBRW_mhN8Qq407fiwkhUkq8HStRvWTbZw,https://lh5.googleusercontent.com/p/AF1QipMkdr56M-q80pjjxfIjBdaUXGkUo5tQ59tod91c,"[""https:\/\/lh5.googleusercontent.com\/p\/AF1QipOz5JbeBRW_mhN8Qq407fiwkhUkq8HStRvWTbZw"",""https:\/\/lh5.googleusercontent.com\/p\/AF1QipMkdr56M-q80pjjxfIjBdaUXGkUo5tQ59tod91c""]"
0x8c0367a8079914db:0xdf912ea88fedbc3e,Supermercado Econo Bo. Saint Just,"Supermercado Econo Bo. Saint Just, CARR 848 KM.2, 2, Trujillo Alto, 00976, Puerto Rico",No,,Supermarket,Supermarket,http://www.superecono.com,http://www.superecono.com,+1 787-752-4049,17877524049,,"CARR 848 KM.2, 2",Trujillo Alto,976,Trujillo Alto,Puerto Rico,PR,-65.9992476,18.3784601,"https://www.google.com/maps/preview/place/Supermercado+Econo+Bo.+Saint+Just,+CARR+848+KM.2,+2,+Trujillo+Alto,+00976,+Puerto+Rico/@18.3784601,-65.9992476,3786a,13.1y/data=!4m2!3m1!1s0x8c0367a8079914db:0xdf912ea88fedbc3e",8/30/2021,978,4.3,"{""1"":27.0,""2"":30.0,""3"":119.0,""4"":207.0,""5"":595.0}",50,https://lh3.googleusercontent.com/gps-cs/AOY9FTrRGz9po06wpbsom78p3zA6AeSMRaFxjGld4vdv_d8frDpi-qoeEDRBg3tYSltjwYlZ4u70quF_R0jLJlGcdeWVxLujCZWc6bOscIdBk5fYM9pXlpqaAdVwSqdNv5mR_thcJJ8,https://lh3.googleusercontent.com/gps-cs/AOY9FTpwMqq0LVE8cqruilp6pQJs6e_TZkIuCwAlckHrAcbzPc2R7iKAo9dl5gE-puM_pAgbVz8v3pZUAesINVbXZgk2GHNKoScUl71vv_Q6-eDv2ouKQ_dMFCocwZxYxEPWmkHRUDk,"[""https:\/\/lh3.googleusercontent.com\/gps-cs\/AOY9FTrRGz9po06wpbsom78p3zA6AeSMRaFxjGld4vdv_d8frDpi-qoeEDRBg3tYSltjwYlZ4u70quF_R0jLJlGcdeWVxLujCZWc6bOscIdBk5fYM9pXlpqaAdVwSqdNv5mR_thcJJ8"",""https:\/\/lh3.googleusercontent.com\/gps-cs\/AOY9FTpwMqq0LVE8cqruilp6pQJs6e_TZkIuCwAlckHrAcbzPc2R7iKAo9dl5gE-puM_pAgbVz8v3pZUAesINVbXZgk2GHNKoScUl71vv_Q6-eDv2ouKQ_dMFCocwZxYxEPWmkHRUDk""]"
0x8c036eaa2649133f:0x5a10836b41a141e0,Casa BACARDÍ,"Casa BACARDÍ, 200 PR-165, Cataño, 00962, Puerto Rico",No,"Casa BACARDÍ Puerto Rico offers an unforgettable experience where visitors can explore the history of BACARDÍ, enjoy interactive rum tastings, and learn how to make classic cocktails. Our iconic venue provides a unique setting for private events and exclusive tours.",Tourist attraction,"Alcohol manufacturer,Bar,Distillery,Tour operator,Tourist attraction",https://www.casabacardi.com,https://www.casabacardi.com,,,"Palmas, Cataño, Puerto Rico",200 PR-165,Cataño,962,Cataño,Puerto Rico,PR,-66.1392645,18.4582111,"https://www.google.com/maps/preview/place/Casa+BACARD%C3%8D,+200+PR-165,+Cata%C3%B1o,+00962,+Puerto+Rico/@18.4582111,-66.1392645,3785a,13.1y/data=!4m2!3m1!1s0x8c036eaa2649133f:0x5a10836b41a141e0",8/30/2021,2474,4.6,"{""1"":121.0,""2"":53.0,""3"":92.0,""4"":280.0,""5"":1928.0}",9814,https://lh5.googleusercontent.com/p/AF1QipO7Rkhk2RNSwZRqQnx9seQ_qPZUNJY9l56ZIju-,https://lh5.googleusercontent.com/p/AF1QipNlfO8nV_K8HcjlwouZ0PrJqnR3DlHnmXt3nCKC,"[""https:\/\/lh5.googleusercontent.com\/p\/AF1QipO7Rkhk2RNSwZRqQnx9seQ_qPZUNJY9l56ZIju-"",""https:\/\/lh5.googleusercontent.com\/p\/AF1QipNlfO8nV_K8HcjlwouZ0PrJqnR3DlHnmXt3nCKC""]"
0x8c0365cd24844991:0xf2090e97e2fc8446,Ocean Lab Brewing Co.,"Ocean Lab Brewing Co., 7000 Carr. 187 RR2, Carolina, 00979, Puerto Rico",No,Ocean Lab Brewing Co. was born on the beach and our brews fully embrace this. We strive to find the perfect combination on every single beer we make.,Brewery,"Beer distributor,Beer garden,Brewery,Event venue,Live music venue,Restaurant",https://oceanlabbrewery.com,https://oceanlabbrewery.com,+1 787-648-5655,17876485655,Cangrejo Arriba,7000 Carr. 187 RR2,Carolina,979,Carolina,Puerto Rico,PR,-65.9998234,18.4471931,"https://www.google.com/maps/preview/place/Ocean+Lab+Brewing+Co.,+7000+Carr.+187+RR2,+Carolina,+00979,+Puerto+Rico/@18.4471931,-65.9998234,3785a,13.1y/data=!4m2!3m1!1s0x8c0365cd24844991:0xf2090e97e2fc8446",8/30/2021,975,4.6,"{""1"":32.0,""2"":20.0,""3"":38.0,""4"":140.0,""5"":745.0}",1742,https://lh5.googleusercontent.com/p/AF1QipPOn58n-1B0sWgDl6H8BnF8mmem-Xugr5o0ZGRl,https://lh5.googleusercontent.com/p/AF1QipNyWuGOeKLyGyTJfe3yJ3H_t1XgzToleufHREXy,"[""https:\/\/lh5.googleusercontent.com\/p\/AF1QipPOn58n-1B0sWgDl6H8BnF8mmem-Xugr5o0ZGRl"",""https:\/\/lh5.googleusercontent.com\/p\/AF1QipNyWuGOeKLyGyTJfe3yJ3H_t1XgzToleufHREXy""]"
0x8c036874419f7f63:0x9103176a38b42771,La Vieja Pizza & Beer,"La Vieja Pizza & Beer, Urb. Sagrado Corazon, 400 C. San Claudio, San Juan, 00926, Puerto Rico",No,,Pizza restaurant,"Beer garden,Beer hall,Craft store,Pizza restaurant",https://qrco.de/bbY10Z,https://qrco.de,+1 787-674-4411,17876744411,Cupey,"Urb. Sagrado Corazon, 400 C. San Claudio",San Juan,926,San Juan,Puerto Rico,PR,-66.05093,18.378033,"https://www.google.com/maps/preview/place/La+Vieja+Pizza+%26+Beer,+Urb.+Sagrado+Corazon,+400+C.+San+Claudio,+San+Juan,+00926,+Puerto+Rico/@18.378033,-66.05093,3786a,13.1y/data=!4m2!3m1!1s0x8c036874419f7f63:0x9103176a38b42771",8/30/2021,243,4.5,"{""1"":5.0,""2"":7.0,""3"":17.0,""4"":50.0,""5"":164.0}",274,https://lh5.googleusercontent.com/p/AF1QipOHmTDTBnUK1iuOIkQoiaLXnlcfkujcfnK1iVbc,https://lh5.googleusercontent.com/p/AF1QipOIpFhg3iNU-SbRAgEwTzTE7Dtn3hHZYro1_qQk,"[""https:\/\/lh5.googleusercontent.com\/p\/AF1QipOHmTDTBnUK1iuOIkQoiaLXnlcfkujcfnK1iVbc"",""https:\/\/lh5.googleusercontent.com\/p\/AF1QipOIpFhg3iNU-SbRAgEwTzTE7Dtn3hHZYro1_qQk""]"
0x8c036690cd893aa3:0xe68fe0cb36eb28f7,Restaurante Castellana,"Restaurante Castellana, Castellana Gardens, Calle Castella, 00983, Puerto Rico",No,,Puerto Rican restaurant,Puerto Rican restaurant,https://www.facebook.com/rest.castellana,https://www.facebook.com,+1 787-701-9999,17877019999,"Sabana Abajo, Carolina, Puerto Rico","Castellana Gardens, Calle Castella",Carolina,983,Carolina,Puerto Rico,PR,-65.9809165,18.418583,"https://www.google.com/maps/preview/place/Restaurante+Castellana,+Castellana+Gardens,+Calle+Castella,+00983,+Puerto+Rico/@18.418583,-65.9809165,3785a,13.1y/data=!4m2!3m1!1s0x8c036690cd893aa3:0xe68fe0cb36eb28f7",8/30/2021,1012,4.6,"{""1"":23.0,""2"":9.0,""3"":57.0,""4"":156.0,""5"":767.0}",87,https://lh5.googleusercontent.com/p/AF1QipP0-ZH-DfSt7wa7Ph9o9DTPb24v8VZymLQwbQA6,https://lh5.googleusercontent.com/p/AF1QipMCmBs6OUI4Hzoqh6MHVxE2lb0-oHA4IBA5J8-u,"[""https:\/\/lh5.googleusercontent.com\/p\/AF1QipP0-ZH-DfSt7wa7Ph9o9DTPb24v8VZymLQwbQA6"",""https:\/\/lh5.googleusercontent.com\/p\/AF1QipMCmBs6OUI4Hzoqh6MHVxE2lb0-oHA4IBA5J8-u""]"
0x8c0368c197fbf097:0xc14d9fc5aa1b2137,El Meson Sandwiches (Plaza las Américas),"El Meson Sandwiches (Plaza las Américas), MAC Cosmetics, Avenida F.D. Roosevelt Local 315, San Juan, 00918, Puerto Rico",No,"Restaurante fast-casual netamente Puertorriqueño desde 1972, enfocado en desayunos a cualquier hora, los mejores sándwiches y café puertorriqueño.",Restaurant,"Breakfast restaurant,Coffee store,Fast food restaurant,Restaurant,Sandwich shop",https://www.elmesonsandwiches.com,https://www.elmesonsandwiches.com,+1 787-753-1705,17877531705,Hato Rey Norte,"MAC Cosmetics, Avenida F.D. Roosevelt Local 315",San Juan,918,San Juan,Puerto Rico,PR,-66.0747902,18.4239681,"https://www.google.com/maps/preview/place/El+Meson+Sandwiches+(Plaza+las+Am%C3%A9ricas),+MAC+Cosmetics,+Avenida+F.D.+Roosevelt+Local+315,+San+Juan,+00918,+Puerto+Rico/@18.4239681,-66.0747902,3785a,13.1y/data=!4m2!3m1!1s0x8c0368c197fbf097:0xc14d9fc5aa1b213",8/30/2021,1836,4.4,"{""1"":63.0,""2"":35.0,""3"":174.0,""4"":389.0,""5"":1175.0}",130,https://lh5.googleusercontent.com/p/AF1QipNil0M55nugWU8Wz5vVb-uB6Zc87Ec9YHSLssKV,https://lh5.googleusercontent.com/p/AF1QipN4HgYI4FQhpAGTPiVaNPO3ZwItj0G_BkQh4bij,"[""https:\/\/lh5.googleusercontent.com\/p\/AF1QipNil0M55nugWU8Wz5vVb-uB6Zc87Ec9YHSLssKV"",""https:\/\/lh5.googleusercontent.com\/p\/AF1QipN4HgYI4FQhpAGTPiVaNPO3ZwItj0G_BkQh4bij""]"
0x8c03689ebe93d673:0x5871b64674670289,La Factoría,"La Factoría, 148 C. de San Sebastián, San Juan, 00901, Puerto Rico",No,"The very moment you enter our doors you can feel that La Factoría is not your ordinary bar. Our unmarked location is full of secret passages that lead to our six bars, each curated with a different ambiance and drink menu. Whether you seek to enjoy craft cocktails, dance the night away to live music, or simply relax in good company, we got you.

We are humbled to be among The World's 50 Best Bars for 5 years in a row, and for our strong alliance with the Tales of the Cocktail Foundation.",Bar,"Bar,Cocktail bar",https://www.instagram.com/lafactoriapr?igsh=MWlycmxzdW1ld2gwOA%3D%3D,https://www.instagram.com,,,San Juan Antiguo,148 C. de San Sebastián,San Juan,901,San Juan,Puerto Rico,PR,-66.1175288,18.4672262,"https://www.google.com/maps/preview/place/La+Factor%C3%ADa,+148+C.+de+San+Sebasti%C3%A1n,+San+Juan,+00901,+Puerto+Rico/@18.4672262,-66.1175288,3784a,13.1y/data=!4m2!3m1!1s0x8c03689ebe93d673:0x5871b64674670289",8/30/2021,3961,4.6,"{""1"":115.0,""2"":62.0,""3"":160.0,""4"":573.0,""5"":3051.0}",4278,https://lh5.googleusercontent.com/p/AF1QipNx0wuaS_Xb99FA_ZzAlF1oG4j-rTTRSJA6_vIY,https://lh5.googleusercontent.com/p/AF1QipP6uk66qV1f1hE_UrqSrVUrqbCtRoXUG7lRh5HO,"[""https:\/\/lh5.googleusercontent.com\/p\/AF1QipNx0wuaS_Xb99FA_ZzAlF1oG4j-rTTRSJA6_vIY"",""https:\/\/lh5.googleusercontent.com\/p\/AF1QipP6uk66qV1f1hE_UrqSrVUrqbCtRoXUG7lRh5HO""]"
0x8c0367a804e500b1:0x3671ba768b4f7b90,Ecomaxx,"Ecomaxx, PR-848, Trujillo Alto, 00976, Puerto Rico",No,,Gas station,Gas station,http://www.ecomaxxpr.com,http://www.ecomaxxpr.com,,,,PR-848,Trujillo Alto,976,Trujillo Alto,Puerto Rico,PR,-65.9992953,18.3790321,"https://www.google.com/maps/preview/place/Ecomaxx,+PR-848,+Trujillo+Alto,+00976,+Puerto+Rico/@18.3790321,-65.9992953,3786a,13.1y/data=!4m2!3m1!1s0x8c0367a804e500b1:0x3671ba768b4f7b90",8/30/2021,75,4.1,"{""1"":7.0,""2"":1.0,""3"":9.0,""4"":20.0,""5"":38.0}",12,https://lh5.googleusercontent.com/p/AF1QipPNUDxCBsq0Hz1gXg193G52GPJPSIfCN8WPZoGg,https://lh5.googleusercontent.com/p/AF1QipOysFGC4T6AvC1mUAmU3rm0Jhtmfr17udSuxVjC,"[""https:\/\/lh5.googleusercontent.com\/p\/AF1QipPNUDxCBsq0Hz1gXg193G52GPJPSIfCN8WPZoGg"",""https:\/\/lh5.googleusercontent.com\/p\/AF1QipOysFGC4T6AvC1mUAmU3rm0Jhtmfr17udSuxVjC""]"
0x8c036fd26fedfbe1:0xf9553a6e66bce55d,Ujeong Korean BBQ,"Ujeong Korean BBQ, Esquina 1916 Calle Las Palomas, C. Loíza, San Juan, 00911, Puerto Rico",No,"Ujeong Korean BBQ is Korean restaurant located in the heart of Puerto Rico, on Calle Loíza. The restaurant offers a wide variety of Korean dishes, including barbecue, bibimbap, and bulgogi. The food is made with fresh, high-quality ingredients and is prepared by experienced Korean chefs. Ujeong Korean BBQ is a great place to experience the delicious flavors of Korean cuisine. The restaurant is also a popular spot for locals and tourists alike, and it is known for its friendly and welcoming atmosphere. 7 years of business one LOCATION.",Korean barbecue restaurant,Korean barbecue restaurant,http://www.ujeongkoreanbbqpr.com,http://www.ujeongkoreanbbqpr.com,+1 939-325-5247,19393255247,Santurce,"Esquina 1916 Calle Las Palomas, C. Loíza",San Juan,911,San Juan,Puerto Rico,PR,-66.0565745,18.4510451,"https://www.google.com/maps/preview/place/Ujeong+Korean+BBQ,+Esquina+1916+Calle+Las+Palomas,+C.+Lo%C3%ADza,+San+Juan,+00911,+Puerto+Rico/@18.4510451,-66.0565745,3785a,13.1y/data=!4m2!3m1!1s0x8c036fd26fedfbe1:0xf9553a6e66bce55d",8/30/2021,1030,4.4,"{""1"":77.0,""2"":40.0,""3"":56.0,""4"":101.0,""5"":756.0}",1045,https://lh5.googleusercontent.com/p/AF1QipNAsTAKv8e2nDeTn_vFQFAktPrrBg6YO1CYuULw,https://lh5.googleusercontent.com/p/AF1QipOpZjhSflzunAn1XaWC9hpKS03widHy63tPk2eO,"[""https:\/\/lh5.googleusercontent.com\/p\/AF1QipNAsTAKv8e2nDeTn_vFQFAktPrrBg6YO1CYuULw"",""https:\/\/lh5.googleusercontent.com\/p\/AF1QipOpZjhSflzunAn1XaWC9hpKS03widHy63tPk2eO""]"
0x8c036f508804f427:0x15e9b14b10cabbe7,Berlingeri,"Berlingeri, 1954 McLeary Ave #1966, San Juan, 00911, Puerto Rico",No,Menu changes weekly,Vegetarian restaurant,Vegetarian restaurant,https://us.orderspoon.com/berlingeri,https://us.orderspoon.com,+1 787-587-4891,17875874891,Santurce,1954 McLeary Ave #1966,San Juan,911,San Juan,Puerto Rico,PR,-66.0552442,18.451689,"https://www.google.com/maps/preview/place/Berlingeri,+1954+McLeary+Ave+%231966,+San+Juan,+00911,+Puerto+Rico/@18.451689,-66.0552442,3785a,13.1y/data=!4m2!3m1!1s0x8c036f508804f427:0x15e9b14b10cabbe7",8/30/2021,367,4.8,"{""1"":3.0,""2"":7.0,""3"":6.0,""4"":27.0,""5"":324.0}",269,https://lh5.googleusercontent.com/p/AF1QipNOnfidgV2bJiLu8oSeuNSi2IPnh61N-ASJLbQe,https://lh5.googleusercontent.com/p/AF1QipNJsXseMyFP4_12aMUA-Anl4ljbQX96EBLguBKk,"[""https:\/\/lh5.googleusercontent.com\/p\/AF1QipNOnfidgV2bJiLu8oSeuNSi2IPnh61N-ASJLbQe"",""https:\/\/lh5.googleusercontent.com\/p\/AF1QipNJsXseMyFP4_12aMUA-Anl4ljbQX96EBLguBKk""]"
0x8c1d2d8e006bfc6f:0x7a4f8c4c56d476fe,Costa Bahia Hotel & Convention Center (Guayanilla),"Costa Bahia Hotel & Convention Center (Guayanilla), Exit 205 Road 127 km 8.6, Guayanilla, 00656, Puerto Rico",No,Relaxed conference hotel with a pool,Hotel,"Bar,Casino,Convention center,Hotel,Restaurant",http://www.costabahiaguayanilla.com,http://www.costabahiaguayanilla.com,+1 787-835-3335,17878353335,,Exit 205 Road 127 km 8.6,Guayanilla,656,Guayanilla,Puerto Rico,PR,-66.797529,18.031795,"https://www.google.com/maps/preview/place/Costa+Bahia+Hotel+%26+Convention+Center+(Guayanilla),+Exit+205+Road+127+km+8.6,+Guayanilla,+00656,+Puerto+Rico/@18.031795,-66.797529,3794a,13.1y/data=!4m2!3m1!1s0x8c1d2d8e006bfc6f:0x7a4f8c4c56d476fe",8/30/2021,2671,4.4,"{""1"":99.0,""2"":65.0,""3"":210.0,""4"":628.0,""5"":1669.0}",3635,https://lh3.googleusercontent.com/gps-proxy/ALd4DhE5ETSCHclwnFQp8Ie1F4J5kN6MlPSe4dJJEvZ0DRZSPYa9PUkbIFj9P1Y-zkvya-4WS38DcUJ3YqfIY5kSZ1AlPNF241mG5s_jp8PH4UuzHo7eZkdO_B0nv41_EoPwrifHGlnY-5VIgD2PXs9m8EpFIDAZT2pCWjuPi1nzwJg5RVoIjBKOeD1b,https://lh3.googleusercontent.com/gps-proxy/ALd4DhGPNVBti0x3Rse3qtSieegokb1iHICifYerlx60ekt0MzNuMX0ruMlPVsJUhtyfsyrCcEQQj2KGU6xzkT3SrFx2SNSRI4ibZhNbWZjGkTcgJ8gh6KgXOoZvl4D4LxlGolQ8QQk_W1NjAGD-fZEtx327CLmPbE7ua78fw9gO6VFRZd-6pd-i-ss,"[""https:\/\/lh3.googleusercontent.com\/gps-proxy\/ALd4DhE5ETSCHclwnFQp8Ie1F4J5kN6MlPSe4dJJEvZ0DRZSPYa9PUkbIFj9P1Y-zkvya-4WS38DcUJ3YqfIY5kSZ1AlPNF241mG5s_jp8PH4UuzHo7eZkdO_B0nv41_EoPwrifHGlnY-5VIgD2PXs9m8EpFIDAZT2pCWjuPi1nzwJg5RVoIjBKOeD1b"",""https:\/\/lh3.googleusercontent.com\/gps-proxy\/ALd4DhGPNVBti0x3Rse3qtSieegokb1iHICifYerlx60ekt0MzNuMX0ruMlPVsJUhtyfsyrCcEQQj2KGU6xzkT3SrFx2SNSRI4ibZhNbWZjGkTcgJ8gh6KgXOoZvl4D4LxlGolQ8QQk_W1NjAGD-fZEtx327CLmPbE7ua78fw9gO6VFRZd-6pd-i-ss""]"
0x8c0314bcb6ac7b91:0x45838f8a53e351,Happy Crab Bar & Restaurant,"Happy Crab Bar & Restaurant, Méndez Vigo Rd, Dorado, 00950, Puerto Rico",Yes,,Crab house,"Bar,Caribbean restaurant,Crab house,Puerto Rican restaurant,Restaurant,Seafood restaurant",https://www.facebook.com/happycrabpr,https://www.facebook.com,+1 787-221-3933,17872213933,,Méndez Vigo Rd,Dorado,950,Dorado,Puerto Rico,PR,-66.2557761,18.4564662,"https://www.google.com/maps/preview/place/Happy+Crab+Bar+%26+Restaurant,+M%C3%A9ndez+Vigo+Rd,+Dorado,+00950,+Puerto+Rico/@18.4564662,-66.2557761,3785a,13.1y/data=!4m2!3m1!1s0x8c0314bcb6ac7b91:0x45838f8a53e351",8/30/2021,891,3.6,"{""1"":168.0,""2"":61.0,""3"":107.0,""4"":141.0,""5"":414.0}",835,https://lh5.googleusercontent.com/p/AF1QipPYpswzp9xJflrpVN4n7PknCs9zkTCajqC2yWzz,https://lh5.googleusercontent.com/p/AF1QipPXilIx2YwvqCKhd37jXhFNPF60FzKgZp5Cs-1_,"[""https:\/\/lh5.googleusercontent.com\/p\/AF1QipPYpswzp9xJflrpVN4n7PknCs9zkTCajqC2yWzz"",""https:\/\/lh5.googleusercontent.com\/p\/AF1QipPXilIx2YwvqCKhd37jXhFNPF60FzKgZp5Cs-1_""]"
0x8c03662c719e2101:0x1facc789a62e6e45,Fela's Vegetarian Restaurant,"Fela's Vegetarian Restaurant, 359 Calle de Diego, San Juan, 00923, Puerto Rico",No,,Vegetarian restaurant,Vegetarian restaurant,https://m.facebook.com/felasvegetarian,https://m.facebook.com,+1 787-763-8783,17877638783,Oriente,359 Calle de Diego,San Juan,923,San Juan,Puerto Rico,PR,-66.0396103,18.3986322,"https://www.google.com/maps/preview/place/Fela's+Vegetarian+Restaurant,+359+Calle+de+Diego,+San+Juan,+00923,+Puerto+Rico/@18.3986322,-66.0396103,3786a,13.1y/data=!4m2!3m1!1s0x8c03662c719e2101:0x1facc789a62e6e45",8/30/2021,378,4.6,"{""1"":3.0,""2"":8.0,""3"":21.0,""4"":55.0,""5"":291.0}",114,https://lh5.googleusercontent.com/p/AF1QipO71RrmSYn3HTkubB50PQNjDLVXagyRxiCP5d0N,https://lh5.googleusercontent.com/p/AF1QipNBBpuMdN8Na6pNhLCsNnEbYsiKO_XAoeNNXINI,"[""https:\/\/lh5.googleusercontent.com\/p\/AF1QipO71RrmSYn3HTkubB50PQNjDLVXagyRxiCP5d0N"",""https:\/\/lh5.googleusercontent.com\/p\/AF1QipNBBpuMdN8Na6pNhLCsNnEbYsiKO_XAoeNNXINI""]"
0x8c035a39d00e0dff:0x860d61831c5b8466,Club de Leones,"52VM+927 Club de Leones, PR-9931, San Lorenzo, 00754, Puerto Rico",No,,Club,Club,,,+1 787-206-2887,17872062887,,"52VM+927, PR-9931",San Lorenzo,754,San Lorenzo,Puerto Rico,PR,-65.9674614,18.1934165,"https://www.google.com/maps/preview/place/52VM%2B927+Club+de+Leones,+PR-9931,+San+Lorenzo,+00754,+Puerto+Rico/@18.1934165,-65.9674614,3790a,13.1y/data=!4m2!3m1!1s0x8c035a39d00e0dff:0x860d61831c5b8466",8/30/2021,79,4.2,"{""1"":4.0,""2"":6.0,""3"":7.0,""4"":18.0,""5"":44.0}",23,https://lh5.googleusercontent.com/p/AF1QipNNqSeZKKi66O-2dLonc_--foALUrVZpOh7fgT9,https://lh5.googleusercontent.com/p/AF1QipPrkziHJvnyrvn2oJ5Mb3xOy_rucOsG7Y3gsBEO,"[""https:\/\/lh5.googleusercontent.com\/p\/AF1QipNNqSeZKKi66O-2dLonc_--foALUrVZpOh7fgT9"",""https:\/\/lh5.googleusercontent.com\/p\/AF1QipPrkziHJvnyrvn2oJ5Mb3xOy_rucOsG7Y3gsBEO""]"
0x8c036875adcec2b9:0x7edc2f48e2a3577,Faccio Pizza Cupey,"Faccio Pizza Cupey, PR-176, San Juan, 00926, Puerto Rico",No,,Pizza restaurant,Pizza restaurant,http://www.facciopizza.com,http://www.facciopizza.com,+1 787-755-5415,17877555415,Cupey,PR-176,San Juan,926,San Juan,Puerto Rico,PR,-66.054662,18.3779459,"https://www.google.com/maps/preview/place/Faccio+Pizza+Cupey,+PR-176,+San+Juan,+00926,+Puerto+Rico/@18.3779459,-66.054662,3786a,13.1y/data=!4m2!3m1!1s0x8c036875adcec2b9:0x7edc2f48e2a3577",8/30/2021,2588,4.5,"{""1"":68.0,""2"":43.0,""3"":173.0,""4"":554.0,""5"":1750.0}",483,https://lh3.googleusercontent.com/p/AF1QipPm9Ug0VK5-QsfIGeB5OpJ1fleCrfExqHW8ED3k=w408-h240-k-no-pi-0-ya46.024445-ro-0-fo100,https://lh5.googleusercontent.com/p/AF1QipMB6tcLuro4T_HCO8xlzXLmoTug9PvSUxe8Lbs7,"[""https:\/\/lh3.googleusercontent.com\/p\/AF1QipPm9Ug0VK5-QsfIGeB5OpJ1fleCrfExqHW8ED3k=w408-h240-k-no-pi-0-ya46.024445-ro-0-fo100"",""https:\/\/lh5.googleusercontent.com\/p\/AF1QipMB6tcLuro4T_HCO8xlzXLmoTug9PvSUxe8Lbs7""]"
